department,id,name,prerequisite,SBC,credits
ARH: Art History,ARH 209, Arts of the United States,No prerequisite,,3
ARH: Art History,ARH 210, Modern Art and the Moving Image,No prerequisite,,3
ARH: Art History,ARH 299, Gallery Management Workshop,Prerequisite: one ARH course,,1
ARH: Art History,ARH 300, Greek Art and Architecture,Prerequisite: ARH 202,,3
ARH: Art History,ARH 301, Roman Art and Architecture,Prerequisite: ARH 202,,3
ARH: Art History,ARH 302, Ancient Egyptian Art,Prerequisite: ARH 202,,3
ARH: Art History,ARH 306, Italian Renaissance Art,Prerequisite: U3 or U4 status,,3
ARH: Art History,ARH 308, Writing About Art,Prerequisite: ARH or ARS major/minor or permission of instructor,,3
ARH: Art History,ARH 315, Art of Spain and Colonial Latin America,Prerequisite: U3 or U4 status,,3
ARH: Art History,ARH 316, Italian Baroque Art,Prerequisite: U3 or U4 status,,3
ARH: Art History,ARH 317, Islamic Art,Prerequisite: one ARH course or permission of the instructor,,3
ARH: Art History,ARH 322, American Art Since 1947,Prerequisite: ARH 206,,3
ARH: Art History,ARH 323, History and Methods of Art History,Prerequisite: one ARH course or permission of the instructor,,3
ARH: Art History,ARH 325, Ancient Middle Eastern Art,Prerequisite: ARH 202,,3
ARH: Art History,ARH 326, Arts of Ancient Mesoamerica,Prerequisite: one ARH course or permission of the instructor,,3
ARH: Art History,ARH 328, Exhibiting Africa,Prerequisite: U3 or U4 status,,3
ARH: Art History,ARH 329, Arts of the African Diaspora,Prerequisite: one ARH course or one AFH course,,3
ARH: Art History,ARH 330, Public Art and Urban Design in New York City,Prerequisite: ARH 209,,3
ARH: Art History,ARH 333, Arts for the Public,Prerequisite: ARH 209,,3
ARH: Art History,ARH 334, Performance Art I,"Prerequisites: U3 or U4 standing; one ARH, ARS, MUS, or THR course",,3
ARH: Art History,ARH 336, The Computer and the Arts,Prerequisite: ARH 207,,3
ARH: Art History,ARH 344, Performance Art II,"Prerequisites: U3 or U4 standing; one ARH, ARS, MUS, or THR course",,3
ARH: Art History,ARH 346, Art and Politics in the Age of Revolution,Prerequisite: ARH 206,,3
ARH: Art History,ARH 347, Avant-Garde Art,Prerequisite: ARH 206,,3
ARH: Art History,ARH 348, Contemporary Art,Prerequisite: ARH 206 or ARH 207,,3
ARH: Art History,ARH 350, Museum Studies,Prerequisite: U3 or U4 status,,3
ARH: Art History,ARH 355, Modern and Contemporary Korean Art,Prerequisite: U3 or U4 standing; one ARH course or two AAS courses,,3
ARH: Art History,ARH 390, Topics in European Art,Prerequisite: one ARH course,,3
ARH: Art History,ARH 391, Topics in Global Art,Prerequisites: U3 or U4 standing; one ARH course,,3
ARH: Art History,ARH 392, Topics in Modern Art,Prerequisite: ARH 206 and U3 or U4 standing,,3
ARH: Art History,ARH 393, Topics in Middle Eastern Art,Prerequisite: U3 or U4 standing; one ARH course,,3
ARH: Art History,ARH 394, Topics in Asian Art,Prerequisite: U3 or U4 standing; one ARH course or two AAS courses,,3
ARH: Art History,ARH 395, Topics in Visual Culture,Prerequisite: one ARH course or one CCS course,,3
ARH: Art History,ARH 396, Topics in American Art,Prerequisites: U3 or U4 standing; one ARH course,,3
ARH: Art History,ARH 397, Topics in Photography,Prerequisite: any 200-level ARH course and U3 or U4 standing,,3
ARH: Art History,ARH 398, Topics in Film and Video Art,Prerequisite: ARH 210 and U3 or U4 standing,,3
ARH: Art History,ARH 400, Seminar in Art History and Criticism,Prerequisites: U3 or U4 standing; two additional ARH courses,,3
ARH: Art History,ARH 407, Seminar in Media/Art/Culture,Prerequisite: permission of the instructor; enrollment in the Media/Art/Culture major,No fulfillments,3
ARH: Art History,ARH 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
ARH: Art History,ARH 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
ARH: Art History,ARH 459, Write Effectively in Art History,Prerequisite: WRT 102; permission of the instructor,,0
ARH: Art History,ARH 475, Undergraduate Teaching Practicum I,"Prerequisite: ARH major, sponsorship of instructor and permission of department",,3
ARH: Art History,ARH 476, Undergraduate Teaching Practicum II,"Prerequisite: ARH 475, permission of department",,3
ARH: Art History,ARH 485, Projects in Art History and Criticism in New York City,Prerequisites: two ARH courses; sponsorship of instructor and permission of department,,0
ARH: Art History,ARH 487, Independent Reading and Research in Art,Prerequisite: sponsorship of instructor and permission of department,No fulfillments,0
ARH: Art History,ARH 488, Internship,Prerequisite: sponsorship of instructor and permission of department,,0
ARH: Art History,ARH 495, Senior Honors Project in Art History and Criticism,Prerequisite: Art History major; sponsorship of instructor and permission of department,,3
"ARS: Art, Studio",ARS 105, The Creative Process,No prerequisite,,3
"ARS: Art, Studio",ARS 154, Foundations,No prerequisite,,3
"ARS: Art, Studio",ARS 205, Foundations,No prerequisite,,3
"ARS: Art, Studio",ARS 225, Introduction to Digital Art,No prerequisite,,3
"ARS: Art, Studio",ARS 255, Introductory Painting,Prerequisite: ARS 154,No fulfillments,3
"ARS: Art, Studio",ARS 256, Introductory Sculpture,Prerequisite: ARS 154 or ARS 205,No fulfillments,3
"ARS: Art, Studio",ARS 264, Introductory Ceramics,Prerequisite: ARS 154,No fulfillments,3
"ARS: Art, Studio",ARS 274, Introductory Printmaking,Prerequisite: ARS 154,No fulfillments,3
"ARS: Art, Studio",ARS 281, Introductory Photography,No prerequisite,,3
"ARS: Art, Studio",ARS 299, Studio Management Workshop,Prerequisite: Permission of instructor,No fulfillments,1
"ARS: Art, Studio",ARS 308, Writing About Art,Prerequisite: ARH or ARS major/minor or permission of instructor,,3
"ARS: Art, Studio",ARS 324, Digital Arts,Prerequisite: CDT 208 or ARS 225,No fulfillments,3
"ARS: Art, Studio",ARS 325, Digital Arts,Prerequisite: ARS 225 or ARS 281 or CDT 208,,3
"ARS: Art, Studio",ARS 326, Video Art,Prerequisite: ARS 225 or ARS 281 or CDT 208,,3
"ARS: Art, Studio",ARS 327, Digital Arts,Prerequisite: CDT 208 or ARS 225,,3
"ARS: Art, Studio",ARS 328, Digital Arts,Prerequisite: CDT 208 or ARS 225,,3
"ARS: Art, Studio",ARS 329, Video Art,Prerequisite: ARS 225 or ARS 281 or CDT 208,,3
"ARS: Art, Studio",ARS 350, Life Drawing and Painting,Prerequisite: ARS 255,,3
"ARS: Art, Studio",ARS 351, Painting II,Prerequisite: ARS 154 and ARS 255,,3
"ARS: Art, Studio",ARS 352, Painting III,Prerequisite: ARS 351,,3
"ARS: Art, Studio",ARS 355, Anatomical/Bio Illustration,No prerequisite,No fulfillments,3
"ARS: Art, Studio",ARS 359, Theory and Practice of Conceptual Drawing,Prerequisite: ARH 206 and ARS 255,,3
"ARS: Art, Studio",ARS 364, Advanced Theory and Practice of Ceramics,Prerequisite: ARS 264,,3
"ARS: Art, Studio",ARS 365, Theories and Practice of Sculpture,Prerequisite: ARS 256,,3
"ARS: Art, Studio",ARS 366, Theory and Practice of Sculpture,Prerequisite: ARS 256,,3
"ARS: Art, Studio",ARS 374, Theory and Practice of Printmaking,Prerequisite: ARS 274,,3
"ARS: Art, Studio",ARS 375, Theory and Practice of Printmaking,Prerequisite: ARS 154,,3
"ARS: Art, Studio",ARS 381, Color and Light Photography,Prerequisite: ARS 281,,3
"ARS: Art, Studio",ARS 382, Analog Black and White Photography,Prerequisite: ARS 281,,3
"ARS: Art, Studio",ARS 384," Art, Media and Technology",Prerequisite: CDT 208 or ARS 225,,3
"ARS: Art, Studio",ARS 390, Topics in Studio Art,Prerequisite: ARS 154 or ARS 205,,3
"ARS: Art, Studio",ARS 401, Critical Issues Seminar,Prerequisite: U3 or U4 status; one upper-level ARS course,,3
"ARS: Art, Studio",ARS 402, Documentary Media Art,Prerequisite: U3 or U4 status; one 300- or 400-level ARS or CDT course,,3
"ARS: Art, Studio",ARS 403, Socially Engaged Art,Prerequisite: U3 or U4 status; one upper-level ARS course,,3
"ARS: Art, Studio",ARS 420, Studio Art Senior Seminar,Prerequisite: U3 or U4 standing; ARS major or minor,,3
"ARS: Art, Studio",ARS 425, Advanced New Media Art,"Prerequisite: 2 or more of the following courses: ARS 324, ARS 325, ARS 326, ARS 327; ARS 328; ARS 381; ARS 382; ARS 329; CDT 317; CDT 318; or permission of instructor",,3
"ARS: Art, Studio",ARS 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
"ARS: Art, Studio",ARS 452, Advanced Theory and Practice of Painting,"Prerequisite: ARH 206, ARS 351, and ARS 352",No fulfillments,3
"ARS: Art, Studio",ARS 458, Speak Effectively Before an Audience,Pre- or corequisite: WRT 102 or equivalent; permission of the instructor,,0
"ARS: Art, Studio",ARS 459, Write Effectively in Studio Art,Prerequisite: WRT 102; permission of the instructor,,0
"ARS: Art, Studio",ARS 465, Advanced Theory and Practice of Sculpture,Prerequisite: ARS 365,No fulfillments,3
"ARS: Art, Studio",ARS 466, Advanced Theory and Practice of Sculpture,Prerequisite: ARS 365 or ARS 366,No fulfillments,3
"ARS: Art, Studio",ARS 471, Advanced Theory and Practice of Printmaking,Prerequisite: ARS 374,No fulfillments,3
"ARS: Art, Studio",ARS 472, Advanced Theory and Practice of Printmaking,Prerequisite: ARS 375,No fulfillments,3
"ARS: Art, Studio",ARS 475, Undergraduate Teaching Practicum I,Prerequisites: Studio art major; preferably U4 standing; sponsorship of an instructor; permission of department,,3
"ARS: Art, Studio",ARS 476, Undergraduate Teaching Practicum II,Prerequisite: ARS 475; permission of department,,3
"ARS: Art, Studio",ARS 481, Advanced Photography,"Prerequisite: 2 or more of the following courses: ARS 324, ARS 325, ARS 326, ARS 327; ARS 328; ARS 381; ARS 382; ARS 329; CDT 317; CDT 318; or permission of instructor",No fulfillments,3
"ARS: Art, Studio",ARS 487, Advanced Directed Projects in Studio Theory and Practice,Prerequisites: Advanced status in one of the studio areas; sponsorship of a faculty member; permission of department,,0
"ARS: Art, Studio",ARS 488, Internship,Prerequisites: U3 or U4 standing; 15 credits in art department courses; permission of department,,0
"ARS: Art, Studio",ARS 491, Special Topics in Studio Theory and Practice,Prerequisite: Permission of department,No fulfillments,3
"ARS: Art, Studio",ARS 492, Special Topics in Studio Theory and Practice,Prerequisite: Permission of department,No fulfillments,3
"ARS: Art, Studio",ARS 495, Senior Honors Project in Studio Art,Prerequisites: Permission of instructor and department,,3
AAS: Asian & Asian American Studies,AAS 102, Eastern Religions,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 110, Appreciating Indian Music,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 201, Introduction to the Civilization of the Indian Subcontinent,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 209, Indian Classical Dance,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 211, Asian and Asian American Studies Topics in the Social Sciences,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 212, Asian and Asian American Studies Topics in the Humanities,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 215, Classical Performing Arts of India,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 216, Introduction to Japanese Studies,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 217, Introduction to Korean Culture,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 218," Ancient, Medieval, & Early Modern South Asia",No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 219, Japan in the Age of Courtier and Samurai,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 220, China,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 222, Indian Cinemas and Cultures,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 223, China,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 232, Introduction to Asian American Fiction and Film,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 236, Korean Religions,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 237, Introduction to Japanese Literature,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 240, Confucianism and Daoism,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 247, Modern Korea through Visual Culture,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 250, Languages and Cultures of Asian Americans,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 256, Hinduism,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 260, Buddhism,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 280, Islam,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 287, Islam in China,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 300, Intellectual History of East Asia,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 305," The Pacific, Travel & Empire",Prerequisite: Any 200 and/or 300 level course offered by the Department of Asian and Asian American Studies or the English Department,,3
AAS: Asian & Asian American Studies,AAS 307, Women in U.S.-Asian Relations,Prerequisite: U3 or U4 standing,,3
AAS: Asian & Asian American Studies,AAS 310, America's Wars in Asia,Prerequisite: U3 or U4 standing,,3
AAS: Asian & Asian American Studies,AAS 320, Literature of India,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 321, Korean Literature,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 322, Literature of Japan,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 323, Language and Society in South Korea,Prerequisite: U3 or U4 standing,,3
AAS: Asian & Asian American Studies,AAS 324, Language and Society in North Korea,Prerequisite: U3 or U4 standing,,3
AAS: Asian & Asian American Studies,AAS 326, Indian Mythology,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 327, Great Epics of India,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 328," Race, Humor and Asian America","Prerequisite: U3 or U4 status and one 100-level or higher AAS, AMR, EGL, or CLT course",,3
AAS: Asian & Asian American Studies,AAS 330, Language and Society in South Asia,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 331, Japanese Literature in the Feminine Domain,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 332, Japanese Literature in the Meiji Era,No prerequisite,,3
AAS: Asian & Asian American Studies,AAS 334, English in Asia,Prerequisite: U3 or U4 status,,3
AAS: Asian & Asian American Studies,AAS 336, Asian and Pacific Islanders in American History,Prerequisite: U3 or U4 standing; 1 D.E.C. F or SBS course,,3
AAS: Asian & Asian American Studies,AAS 337, History of Korea,Prerequisite: U3 or U4 standing; 1 D.E.C. F or SBS course,,3
AAS: Asian & Asian American Studies,AAS 338, Contemporary India,Prerequisites: One previous course in AAS or POL; U3 or U4 standing,,3
